,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
17562,8479369,2022,Andrew Peeke,CBJ,5on5,80,84716.0,1727.0,1.35,0.42,0.44,0.44,0.45,0.44,0.45,236.0,79.88,2.46,4.18,22.35,2.6,47.57,35.85,2.4,2.41,2.35,2.0,3.0,81.0,34.0,61.0,176.0,10.0,5.0,6.0,0.0,16.0,4.0,24.0,60.0,76.0,110.0,11.0,22.0,0.0,157.0,21.0,28.0,112.0,3.0,0.0,2.19,0.27,0.0,4.0,1.0,0.0,170.87,115.0,112.08,22.0,0.83,1.28,0.05,3.24,3.18,3.1,1727.0,142.0,252.0,240.0,1093.0,261.0,197.0,243.0,1026.0,0.0,0.0,155019.0,22.0,26.0,13.0,156.0,628.97,52.75,51.27,51.97,50.53,601.0,264.0,331.0,1196.0,44.0,43.0,4.0,651.0,174.0,40.0,19.64,21.4,11.72,20.0,17.0,7.0,1169.49,865.0,849.06,8.62,9.56,9.23,52.15,51.41,50.72,808.24,71.58,68.36,73.33,70.04,768.0,348.0,426.0,1542.0,91.0,87.0,16.0,834.0,210.0,72.0,24.86,25.79,20.93,42.0,34.0,15.0,1594.39,1116.0,1149.38,11.15,18.08,18.08,64.64,66.1,64.72,107.26,138.29,2302.0,2787.0,8.63,0.72,167.0,13.0,135.0,9.0,1998-03-17,194.0,USA,R,2.0,D,190.5,Parkland,FL,2016,2,34,2019.0
15532,8482399,2022,Billy Sweezey,CBJ,5on5,9,7908.0,168.0,-2.73,0.33,0.39,0.35,0.43,0.34,0.41,42.0,3.46,0.07,0.18,1.27,0.12,1.99,1.38,0.07,0.07,0.07,0.0,1.0,2.0,3.0,10.0,15.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,5.0,3.0,9.0,0.0,38.0,2.0,3.0,5.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,14.56,5.0,4.72,3.0,0.04,0.0,0.0,0.1,0.1,0.1,168.0,17.0,19.0,19.0,113.0,17.0,28.0,20.0,103.0,0.0,0.0,19360.0,9.0,7.0,2.0,16.0,50.34,4.41,4.26,4.32,4.18,38.0,29.0,23.0,90.0,3.0,3.0,1.0,47.0,15.0,5.0,1.51,1.49,1.42,1.0,1.0,1.0,87.36,67.0,64.88,0.68,0.75,0.75,4.34,4.24,4.2,93.94,9.05,8.78,9.31,9.03,87.0,44.0,37.0,168.0,6.0,8.0,1.0,92.0,32.0,7.0,2.96,3.77,2.33,4.0,1.0,1.0,176.98,131.0,135.66,1.34,1.69,1.69,8.71,8.92,8.74,13.57,21.07,266.0,351.0,1.11,0.0,16.0,0.0,16.0,0.0,1996-02-06,206.0,USA,R,6.0,D,185.42000000000002,Hanson,MA,--,--,--,2022.0
19902,8476923,2023,Damon Severson,CBJ,5on5,67,72328.0,1323.0,26.25,0.49,0.43,0.51,0.47,0.5,0.47,170.0,78.17,3.93,4.33,21.99,2.64,42.53,32.59,3.83,3.97,3.87,5.0,6.0,70.0,38.0,64.0,172.0,18.0,7.0,3.0,0.0,16.0,0.0,43.0,39.0,63.0,101.0,23.0,47.0,0.0,39.0,30.0,32.0,99.0,7.0,2.0,2.55,0.83,0.55,5.0,1.0,1.0,171.67,108.0,107.81,27.0,0.89,0.68,0.63,4.18,4.21,4.12,1323.0,134.0,161.0,255.0,773.0,189.0,187.0,176.0,771.0,0.0,0.0,127254.0,47.0,19.0,8.0,71.0,632.78,55.29,53.22,55.16,53.12,595.0,276.0,367.0,1238.0,54.0,73.0,7.0,661.0,149.0,61.0,19.11,18.93,17.26,16.0,25.0,13.0,1227.32,871.0,867.32,8.55,13.77,14.07,49.78,49.82,48.87,645.9,57.09,54.76,57.49,55.17,648.0,236.0,322.0,1206.0,69.0,79.0,9.0,651.0,176.0,57.0,19.43,22.31,15.35,33.0,26.0,10.0,1219.35,884.0,891.56,8.85,15.51,15.51,50.44,50.88,49.78,80.21,106.07,2075.0,2352.0,3.52,0.41,90.0,11.0,70.0,10.0,1994-08-07,205.0,CAN,R,28.0,D,187.96,Melville,SK,2012,2,60,2014.0
15467,8483460,2022,David Jiricek,CBJ,5on5,4,3812.0,86.0,-1.32,0.33,0.37,0.38,0.44,0.37,0.4,19.0,3.27,0.09,0.2,0.98,0.12,2.15,1.46,0.09,0.09,0.09,0.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,5.0,1.0,2.0,0.0,8.0,1.0,2.0,5.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,6.51,5.0,4.78,2.0,0.04,0.0,0.0,0.13,0.12,0.12,86.0,11.0,13.0,11.0,51.0,6.0,15.0,7.0,58.0,0.0,0.0,8425.0,2.0,0.0,0.0,7.0,21.2,1.65,1.63,1.67,1.64,24.0,5.0,12.0,41.0,2.0,1.0,1.0,22.0,5.0,2.0,0.62,0.55,0.48,0.0,1.0,1.0,39.24,29.0,28.2,0.26,0.25,0.25,1.66,1.65,1.65,35.97,3.35,3.31,3.52,3.49,36.0,13.0,18.0,67.0,6.0,1.0,0.0,30.0,18.0,1.0,0.78,2.27,0.3,1.0,5.0,0.0,72.34,49.0,51.74,0.51,0.19,0.19,3.67,3.85,3.83,3.6,6.05,119.0,150.0,0.35,0.02,7.0,1.0,6.0,1.0,2003-11-28,199.0,CZE,R,55.0,D,193.04,Klatovy,--,2022,1,6,2022.0
22227,8483460,2023,David Jiricek,CBJ,5on5,43,36359.0,741.0,7.05,0.44,0.45,0.48,0.47,0.47,0.47,210.0,40.6,1.38,2.2,12.35,1.4,23.74,16.93,1.34,1.35,1.31,5.0,2.0,36.0,22.0,33.0,91.0,8.0,1.0,5.0,0.0,3.0,0.0,27.0,22.0,35.0,57.0,11.0,22.0,0.0,23.0,9.0,20.0,56.0,1.0,1.0,1.04,0.12,0.22,1.0,0.0,0.0,90.15,58.0,58.21,14.0,0.44,0.99,0.4,1.43,1.44,1.41,741.0,83.0,72.0,117.0,469.0,96.0,126.0,77.0,442.0,0.0,0.0,91702.0,22.0,4.0,2.0,45.0,282.01,22.43,21.75,22.4,21.72,272.0,120.0,164.0,556.0,18.0,31.0,2.0,310.0,58.0,24.0,9.16,6.89,6.39,8.0,9.0,1.0,551.18,392.0,390.66,3.85,5.21,5.18,21.09,21.04,20.71,318.54,28.28,27.41,28.6,27.72,309.0,130.0,171.0,610.0,22.0,33.0,4.0,325.0,88.0,26.0,9.96,10.87,7.44,3.0,15.0,4.0,615.89,439.0,443.88,4.3,6.16,6.16,26.42,26.67,26.14,61.15,75.96,1486.0,1700.0,2.49,0.16,53.0,4.0,40.0,4.0,2003-11-28,199.0,CZE,R,55.0,D,193.04,Klatovy,--,2022,1,6,2022.0
2312,8475233,2019,David Savard,CBJ,5on5,68,73030.0,1480.0,14.37,0.52,0.51,0.47,0.5,0.5,0.51,187.0,86.84,2.37,4.76,23.81,2.87,54.81,40.38,2.33,2.37,2.33,4.0,4.0,92.0,37.0,49.0,178.0,8.0,0.0,4.0,0.0,27.0,4.0,49.0,45.0,92.0,129.0,11.0,25.0,0.0,117.0,16.0,40.0,128.0,1.0,0.0,2.22,0.15,0.0,0.0,0.0,0.0,178.26,129.0,129.34,29.0,0.94,0.82,0.0,3.32,3.32,3.25,1480.0,170.0,223.0,221.0,866.0,261.0,221.0,212.0,786.0,0.0,0.0,132520.0,25.0,17.0,7.0,136.0,603.03,47.07,45.18,47.01,45.11,632.0,208.0,225.0,1065.0,46.0,40.0,4.0,673.0,126.0,41.0,19.71,15.76,11.6,18.0,19.0,9.0,1063.24,840.0,837.46,7.98,8.7,9.03,46.02,45.89,45.0,595.1,43.05,41.66,43.31,41.93,612.0,237.0,366.0,1215.0,46.0,37.0,6.0,691.0,128.0,30.0,19.36,15.64,8.04,15.0,22.0,9.0,1219.7,849.0,851.89,7.72,7.47,7.65,43.06,43.43,42.63,82.05,79.92,1976.0,1954.0,3.02,0.52,81.0,14.0,64.0,11.0,1990-10-22,227.0,CAN,R,58.0,D,187.96,St-Hyacinthe,QC,2009,4,94,2011.0
2232,8478567,2019,Dean Kukan,CBJ,5on5,33,29031.0,645.0,7.42,0.55,0.54,0.51,0.49,0.52,0.52,149.0,40.18,1.46,2.17,10.91,1.26,22.74,18.46,1.43,1.46,1.42,3.0,1.0,45.0,12.0,20.0,77.0,4.0,0.0,4.0,0.0,12.0,1.0,17.0,23.0,45.0,57.0,6.0,12.0,0.0,24.0,7.0,12.0,55.0,1.0,1.0,1.0,0.1,0.36,0.0,0.0,0.0,75.7,57.0,56.25,7.0,0.43,0.83,0.4,1.5,1.48,1.45,645.0,90.0,67.0,97.0,391.0,103.0,90.0,93.0,359.0,0.0,0.0,67166.0,12.0,4.0,2.0,27.0,234.13,18.99,18.46,19.03,18.49,242.0,83.0,94.0,419.0,13.0,24.0,4.0,250.0,57.0,18.0,7.34,6.55,5.1,3.0,6.0,4.0,415.96,325.0,323.34,3.08,4.84,4.92,17.15,17.07,16.85,209.33,15.82,15.58,15.91,15.66,222.0,76.0,109.0,407.0,21.0,9.0,3.0,231.0,59.0,8.0,6.58,7.11,2.14,8.0,9.0,4.0,409.83,298.0,300.23,2.82,2.01,2.12,16.53,16.63,16.46,47.74,41.0,1045.0,1069.0,2.59,0.27,44.0,8.0,37.0,7.0,1993-07-08,186.0,CHE,L,14.0,D,187.96,Volketswil,--,--,--,--,2015.0
6592,8478567,2020,Dean Kukan,CBJ,5on5,35,29211.0,654.0,4.08,0.48,0.44,0.47,0.46,0.49,0.46,192.0,23.91,0.76,1.38,6.14,0.71,14.9,11.1,0.76,0.76,0.76,1.0,3.0,28.0,7.0,14.0,49.0,5.0,1.0,1.0,0.0,8.0,0.0,10.0,15.0,27.0,34.0,5.0,10.0,0.0,36.0,6.0,17.0,34.0,1.0,0.0,0.67,0.1,0.0,1.0,0.0,0.0,48.54,35.0,34.85,14.0,0.27,0.13,0.0,1.04,1.04,1.03,654.0,70.0,48.0,93.0,443.0,94.0,104.0,76.0,380.0,0.0,0.0,81697.0,10.0,8.0,4.0,37.0,215.76,16.63,15.97,16.55,15.9,229.0,71.0,80.0,380.0,16.0,17.0,3.0,239.0,48.0,13.0,7.06,5.56,4.01,10.0,4.0,2.0,377.69,300.0,299.37,2.99,3.46,3.32,16.3,16.25,16.1,227.41,18.26,17.86,18.65,18.25,229.0,89.0,112.0,430.0,19.0,16.0,5.0,245.0,60.0,13.0,6.92,7.05,4.28,9.0,4.0,6.0,433.31,318.0,319.56,3.03,3.78,3.81,17.48,17.81,17.69,45.64,57.08,1097.0,1274.0,2.11,0.45,43.0,6.0,39.0,6.0,1993-07-08,186.0,CHE,L,14.0,D,187.96,Volketswil,--,--,--,--,2015.0
10862,8478567,2021,Dean Kukan,CBJ,5on5,41,36524.0,795.0,8.67,0.43,0.45,0.47,0.47,0.47,0.46,169.0,37.16,2.42,2.34,9.51,1.44,21.54,16.75,2.26,2.39,2.24,1.0,6.0,39.0,15.0,19.0,73.0,10.0,3.0,2.0,2.0,13.0,1.0,16.0,19.0,36.0,51.0,7.0,16.0,0.0,42.0,8.0,13.0,46.0,6.0,2.0,1.09,0.71,0.62,1.0,0.0,2.0,72.67,54.0,53.69,9.0,0.47,0.55,0.62,2.27,2.27,2.25,795.0,62.0,85.0,119.0,529.0,110.0,119.0,99.0,467.0,0.0,0.0,83212.0,16.0,10.0,5.0,35.0,296.94,25.21,24.28,25.29,24.36,302.0,109.0,123.0,534.0,32.0,20.0,6.0,311.0,77.0,23.0,9.4,8.98,6.82,14.0,8.0,10.0,530.57,411.0,410.12,4.05,5.62,5.31,23.94,23.93,23.48,341.97,32.99,31.75,33.48,32.2,358.0,108.0,125.0,591.0,32.0,25.0,6.0,321.0,119.0,26.0,10.52,15.04,7.42,14.0,8.0,10.0,603.12,466.0,471.33,4.96,5.61,5.61,32.34,32.72,32.16,55.87,68.46,1241.0,1397.0,1.02,0.55,48.0,9.0,29.0,7.0,1993-07-08,186.0,CHE,L,14.0,D,187.96,Volketswil,--,--,--,--,2015.0
14972,8475790,2022,Erik Gudbranson,CBJ,5on5,70,77428.0,1596.0,-2.6,0.41,0.47,0.42,0.47,0.41,0.48,153.0,91.23,3.21,4.77,27.14,3.11,53.09,38.68,3.14,3.23,3.17,4.0,6.0,92.0,38.0,74.0,204.0,11.0,1.0,10.0,1.0,21.0,5.0,33.0,60.0,91.0,129.0,21.0,51.0,0.0,109.0,11.0,31.0,125.0,4.0,1.0,2.17,0.47,0.57,0.0,0.0,1.0,199.91,130.0,127.44,26.0,0.95,2.93,0.81,3.35,3.3,3.24,1596.0,168.0,223.0,314.0,891.0,176.0,220.0,181.0,1019.0,0.0,0.0,131694.0,51.0,29.0,10.0,106.0,563.98,48.89,46.71,48.72,46.6,571.0,203.0,323.0,1097.0,40.0,63.0,6.0,570.0,154.0,50.0,16.17,18.79,13.94,11.0,21.0,8.0,1080.67,774.0,764.63,7.83,12.25,12.25,44.47,44.24,43.33,797.97,70.51,67.74,71.89,69.07,782.0,319.0,383.0,1484.0,67.0,74.0,11.0,814.0,212.0,75.0,23.9,26.83,19.79,32.0,23.0,12.0,1524.91,1101.0,1127.16,11.25,15.67,15.77,65.99,67.39,66.1,92.7,105.06,2018.0,2247.0,6.56,0.19,128.0,5.0,104.0,4.0,1992-01-07,217.0,CAN,R,44.0,D,195.58,Ottawa,ON,2010,1,3,2011.0
20267,8475790,2023,Erik Gudbranson,CBJ,5on5,78,76363.0,1472.0,14.28,0.44,0.46,0.44,0.5,0.44,0.49,290.0,84.17,2.19,4.09,24.96,2.93,50.23,36.6,2.09,2.19,2.1,6.0,12.0,82.0,39.0,86.0,207.0,24.0,6.0,8.0,0.0,16.0,0.0,42.0,49.0,76.0,115.0,21.0,54.0,0.0,85.0,14.0,23.0,121.0,0.0,0.0,2.19,0.0,0.0,6.0,0.0,0.0,206.84,121.0,121.85,19.0,0.81,1.78,0.15,2.84,2.86,2.74,1472.0,116.0,171.0,216.0,969.0,190.0,172.0,188.0,922.0,0.0,0.0,156285.0,54.0,43.0,17.0,112.0,588.83,46.13,43.92,45.99,43.82,550.0,265.0,354.0,1169.0,41.0,69.0,2.0,642.0,127.0,46.0,17.49,15.62,13.02,23.0,12.0,6.0,1164.28,815.0,812.68,7.73,12.15,12.23,41.63,41.59,40.58,737.58,59.75,57.27,60.2,57.68,716.0,312.0,436.0,1464.0,57.0,70.0,7.0,815.0,150.0,63.0,23.74,18.69,17.32,35.0,16.0,6.0,1477.5,1028.0,1036.65,9.88,14.22,14.22,55.41,55.74,54.45,110.09,129.5,2644.0,2680.0,5.35,0.29,130.0,16.0,102.0,13.0,1992-01-07,217.0,CAN,R,44.0,D,195.58,Ottawa,ON,2010,1,3,2011.0
27,8478506,2019,Gabriel Carlsson,CBJ,5on5,6,3689.0,95.0,-0.68,0.49,0.54,0.44,0.46,0.47,0.5,35.0,2.64,0.07,0.17,0.77,0.09,1.69,1.21,0.07,0.07,0.07,0.0,0.0,3.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,4.0,1.0,2.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,7.12,4.0,4.02,2.0,0.03,0.0,0.0,0.11,0.11,0.1,95.0,8.0,11.0,11.0,65.0,14.0,16.0,12.0,53.0,0.0,0.0,13846.0,2.0,0.0,0.0,0.0,24.43,1.92,1.84,1.9,1.82,29.0,6.0,11.0,46.0,1.0,1.0,0.0,29.0,4.0,2.0,0.92,0.39,0.6,1.0,0.0,0.0,46.65,35.0,35.41,0.33,0.39,0.6,1.65,1.62,1.59,27.93,1.99,1.95,2.03,1.99,30.0,10.0,18.0,58.0,2.0,3.0,1.0,31.0,9.0,0.0,0.84,1.15,0.0,1.0,1.0,0.0,57.74,40.0,40.22,0.37,0.37,0.37,2.0,2.04,2.01,8.33,7.16,184.0,212.0,0.12,0.01,2.0,1.0,1.0,1.0,1997-01-02,192.0,SWE,L,53.0,D,195.58,Orebro,--,2015,1,29,2016.0
6432,8478506,2020,Gabriel Carlsson,CBJ,5on5,14,11905.0,274.0,1.4,0.45,0.48,0.45,0.48,0.44,0.49,69.0,12.64,0.42,0.76,3.23,0.41,8.39,5.78,0.42,0.41,0.4,0.0,2.0,14.0,5.0,9.0,28.0,3.0,1.0,0.0,0.0,7.0,0.0,6.0,5.0,13.0,18.0,2.0,4.0,0.0,11.0,4.0,2.0,18.0,1.0,0.0,0.33,0.09,0.0,1.0,0.0,0.0,27.38,19.0,18.44,2.0,0.15,0.0,0.0,0.57,0.56,0.55,274.0,32.0,28.0,39.0,175.0,35.0,36.0,36.0,167.0,0.0,0.0,30749.0,4.0,2.0,1.0,12.0,73.56,5.5,5.08,5.43,5.02,69.0,34.0,37.0,140.0,6.0,3.0,0.0,83.0,17.0,3.0,2.36,1.98,1.16,3.0,3.0,0.0,137.41,103.0,100.62,0.96,0.95,0.95,5.5,5.43,5.38,92.66,6.77,6.6,6.94,6.76,89.0,41.0,42.0,172.0,12.0,2.0,1.0,106.0,20.0,4.0,3.22,2.41,1.14,8.0,2.0,2.0,176.39,130.0,132.93,1.22,0.49,0.49,7.5,7.69,7.56,18.62,20.3,429.0,472.0,0.8,0.6,16.0,7.0,13.0,7.0,1997-01-02,192.0,SWE,L,53.0,D,195.58,Orebro,--,2015,1,29,2016.0
10842,8478506,2021,Gabriel Carlsson,CBJ,5on5,38,26022.0,592.0,8.1,0.48,0.46,0.48,0.47,0.47,0.46,210.0,15.02,0.68,0.87,4.44,0.53,9.03,6.44,0.68,0.68,0.68,3.0,4.0,18.0,4.0,16.0,38.0,9.0,2.0,1.0,0.0,7.0,0.0,7.0,5.0,16.0,20.0,5.0,10.0,0.0,25.0,7.0,4.0,20.0,2.0,0.0,0.47,0.21,0.0,2.0,0.0,0.0,37.49,22.0,21.97,4.0,0.18,0.21,0.06,0.8,0.8,0.8,592.0,58.0,45.0,101.0,388.0,87.0,87.0,64.0,354.0,0.0,0.0,87542.0,10.0,10.0,5.0,26.0,208.43,18.27,17.69,18.13,17.58,209.0,78.0,96.0,383.0,23.0,15.0,3.0,210.0,62.0,15.0,6.37,7.34,4.56,12.0,7.0,4.0,375.04,287.0,284.75,2.98,3.43,3.41,17.84,17.67,17.31,236.3,19.52,18.87,19.79,19.14,238.0,87.0,90.0,415.0,17.0,18.0,1.0,241.0,71.0,13.0,7.35,8.64,3.53,6.0,9.0,2.0,430.89,325.0,333.22,3.23,3.79,3.65,19.11,19.52,19.15,63.2,72.89,1306.0,1451.0,1.88,1.27,45.0,12.0,35.0,12.0,1997-01-02,192.0,SWE,L,53.0,D,195.58,Orebro,--,2015,1,29,2016.0
6717,8479945,2020,Gavin Bayreuther,CBJ,5on5,9,8114.0,180.0,2.6,0.48,0.45,0.52,0.45,0.53,0.45,47.0,15.85,0.57,0.96,4.36,0.55,9.37,7.18,0.55,0.58,0.56,0.0,0.0,16.0,7.0,9.0,32.0,1.0,1.0,1.0,0.0,8.0,0.0,6.0,7.0,15.0,22.0,2.0,7.0,0.0,13.0,5.0,0.0,21.0,2.0,0.0,0.35,0.22,0.0,1.0,0.0,0.0,31.88,23.0,23.05,0.0,0.19,0.19,0.0,0.76,0.77,0.75,180.0,18.0,14.0,27.0,121.0,19.0,24.0,21.0,116.0,0.0,0.0,21013.0,7.0,7.0,2.0,4.0,68.95,5.2,4.83,5.22,4.85,69.0,25.0,23.0,117.0,3.0,9.0,1.0,73.0,16.0,5.0,2.13,1.79,1.29,1.0,1.0,1.0,116.23,94.0,93.69,0.98,1.58,1.58,4.6,4.63,4.57,59.79,5.65,5.54,5.77,5.66,62.0,23.0,23.0,108.0,3.0,6.0,2.0,63.0,19.0,3.0,1.9,2.26,1.49,1.0,1.0,1.0,109.4,85.0,86.08,0.84,1.82,1.84,4.64,4.7,4.68,12.47,15.06,265.0,320.0,0.74,0.02,14.0,1.0,11.0,1.0,1994-05-12,195.0,USA,L,44.0,D,185.42000000000002,Canaan,NH,--,--,--,2018.0
12487,8479945,2021,Gavin Bayreuther,CBJ,5on5,43,32173.0,723.0,7.9,0.46,0.47,0.48,0.48,0.47,0.48,219.0,42.97,1.4,2.63,11.2,1.4,27.04,20.33,1.39,1.42,1.4,3.0,5.0,44.0,20.0,19.0,83.0,8.0,0.0,3.0,0.0,13.0,0.0,19.0,29.0,44.0,64.0,8.0,22.0,0.0,49.0,12.0,12.0,62.0,2.0,0.0,1.21,0.19,0.0,0.0,0.0,0.0,84.72,64.0,64.77,9.0,0.52,0.78,0.0,1.92,1.94,1.92,723.0,65.0,50.0,123.0,485.0,117.0,114.0,99.0,393.0,0.0,0.0,96227.0,22.0,18.0,6.0,42.0,254.98,21.56,20.75,21.66,20.87,268.0,84.0,123.0,475.0,27.0,20.0,7.0,267.0,62.0,23.0,7.63,7.67,6.25,8.0,12.0,7.0,479.1,352.0,355.22,3.51,4.82,4.82,20.26,20.46,20.12,291.75,25.58,24.47,25.86,24.75,304.0,100.0,109.0,513.0,29.0,26.0,3.0,305.0,82.0,17.0,9.79,10.63,5.15,13.0,12.0,4.0,521.45,404.0,407.83,3.99,5.77,5.77,23.8,24.03,23.77,65.51,75.25,1453.0,1591.0,3.48,0.55,53.0,8.0,47.0,6.0,1994-05-12,195.0,USA,L,44.0,D,185.42000000000002,Canaan,NH,--,--,--,2018.0
16812,8479945,2022,Gavin Bayreuther,CBJ,5on5,51,44494.0,949.0,6.82,0.43,0.44,0.46,0.45,0.45,0.44,230.0,47.18,2.03,2.69,12.54,1.64,28.85,21.24,1.93,1.96,1.86,4.0,7.0,56.0,13.0,43.0,112.0,13.0,2.0,6.0,1.0,14.0,2.0,30.0,15.0,54.0,67.0,9.0,21.0,0.0,45.0,8.0,9.0,64.0,4.0,1.0,1.27,0.55,0.22,2.0,0.0,0.0,107.79,69.0,66.83,8.0,0.53,1.05,0.65,1.92,1.87,1.8,949.0,96.0,98.0,125.0,630.0,121.0,166.0,118.0,544.0,0.0,0.0,108412.0,21.0,13.0,5.0,69.0,345.72,30.49,29.66,30.05,29.23,339.0,139.0,207.0,685.0,25.0,28.0,4.0,352.0,103.0,23.0,11.38,12.71,6.4,14.0,8.0,3.0,669.23,478.0,469.84,4.92,4.94,4.94,30.47,30.08,29.61,431.95,40.45,38.48,40.87,38.9,432.0,164.0,220.0,816.0,45.0,42.0,8.0,431.0,127.0,38.0,14.08,15.8,10.56,18.0,16.0,11.0,843.7,596.0,609.8,6.23,8.58,8.58,38.08,38.65,37.95,75.12,93.8,1565.0,1942.0,3.43,0.09,85.0,4.0,64.0,3.0,1994-05-12,195.0,USA,L,44.0,D,185.42000000000002,Canaan,NH,--,--,--,2018.0
