,playerId,season,name,team,situation,games_played,icetime,shifts,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,onIce_fenwickPercentage,offIce_fenwickPercentage,iceTimeRank,I_F_xOnGoal,I_F_xGoals,I_F_xRebounds,I_F_xFreeze,I_F_xPlayStopped,I_F_xPlayContinuedInZone,I_F_xPlayContinuedOutsideZone,I_F_flurryAdjustedxGoals,I_F_scoreVenueAdjustedxGoals,I_F_flurryScoreVenueAdjustedxGoals,I_F_primaryAssists,I_F_secondaryAssists,I_F_shotsOnGoal,I_F_missedShots,I_F_blockedShotAttempts,I_F_shotAttempts,I_F_points,I_F_goals,I_F_rebounds,I_F_reboundGoals,I_F_freeze,I_F_playStopped,I_F_playContinuedInZone,I_F_playContinuedOutsideZone,I_F_savedShotsOnGoal,I_F_savedUnblockedShotAttempts,penalties,I_F_penalityMinutes,I_F_faceOffsWon,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_lowDangerShots,I_F_mediumDangerShots,I_F_highDangerShots,I_F_lowDangerxGoals,I_F_mediumDangerxGoals,I_F_highDangerxGoals,I_F_lowDangerGoals,I_F_mediumDangerGoals,I_F_highDangerGoals,I_F_scoreAdjustedShotsAttempts,I_F_unblockedShotAttempts,I_F_scoreAdjustedUnblockedShotAttempts,I_F_dZoneGiveaways,I_F_xGoalsFromxReboundsOfShots,I_F_xGoalsFromActualReboundsOfShots,I_F_reboundxGoals,I_F_xGoals_with_earned_rebounds,I_F_xGoals_with_earned_rebounds_scoreAdjusted,I_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,I_F_shifts,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,I_F_flyShiftStarts,I_F_oZoneShiftEnds,I_F_dZoneShiftEnds,I_F_neutralZoneShiftEnds,I_F_flyShiftEnds,faceoffsWon,faceoffsLost,timeOnBench,penalityMinutes,penalityMinutesDrawn,penaltiesDrawn,shotsBlockedByPlayer,OnIce_F_xOnGoal,OnIce_F_xGoals,OnIce_F_flurryAdjustedxGoals,OnIce_F_scoreVenueAdjustedxGoals,OnIce_F_flurryScoreVenueAdjustedxGoals,OnIce_F_shotsOnGoal,OnIce_F_missedShots,OnIce_F_blockedShotAttempts,OnIce_F_shotAttempts,OnIce_F_goals,OnIce_F_rebounds,OnIce_F_reboundGoals,OnIce_F_lowDangerShots,OnIce_F_mediumDangerShots,OnIce_F_highDangerShots,OnIce_F_lowDangerxGoals,OnIce_F_mediumDangerxGoals,OnIce_F_highDangerxGoals,OnIce_F_lowDangerGoals,OnIce_F_mediumDangerGoals,OnIce_F_highDangerGoals,OnIce_F_scoreAdjustedShotsAttempts,OnIce_F_unblockedShotAttempts,OnIce_F_scoreAdjustedUnblockedShotAttempts,OnIce_F_xGoalsFromxReboundsOfShots,OnIce_F_xGoalsFromActualReboundsOfShots,OnIce_F_reboundxGoals,OnIce_F_xGoals_with_earned_rebounds,OnIce_F_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_F_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OnIce_A_xOnGoal,OnIce_A_xGoals,OnIce_A_flurryAdjustedxGoals,OnIce_A_scoreVenueAdjustedxGoals,OnIce_A_flurryScoreVenueAdjustedxGoals,OnIce_A_shotsOnGoal,OnIce_A_missedShots,OnIce_A_blockedShotAttempts,OnIce_A_shotAttempts,OnIce_A_goals,OnIce_A_rebounds,OnIce_A_reboundGoals,OnIce_A_lowDangerShots,OnIce_A_mediumDangerShots,OnIce_A_highDangerShots,OnIce_A_lowDangerxGoals,OnIce_A_mediumDangerxGoals,OnIce_A_highDangerxGoals,OnIce_A_lowDangerGoals,OnIce_A_mediumDangerGoals,OnIce_A_highDangerGoals,OnIce_A_scoreAdjustedShotsAttempts,OnIce_A_unblockedShotAttempts,OnIce_A_scoreAdjustedUnblockedShotAttempts,OnIce_A_xGoalsFromxReboundsOfShots,OnIce_A_xGoalsFromActualReboundsOfShots,OnIce_A_reboundxGoals,OnIce_A_xGoals_with_earned_rebounds,OnIce_A_xGoals_with_earned_rebounds_scoreAdjusted,OnIce_A_xGoals_with_earned_rebounds_scoreFlurryAdjusted,OffIce_F_xGoals,OffIce_A_xGoals,OffIce_F_shotAttempts,OffIce_A_shotAttempts,xGoalsForAfterShifts,xGoalsAgainstAfterShifts,corsiForAfterShifts,corsiAgainstAfterShifts,fenwickForAfterShifts,fenwickAgainstAfterShifts,birthDate,weight,nationality,shootsCatches,primaryNumber,position,height,Birth City,S/P,Draft Yr,Round,Overall,1st Season
10547,8477931,2021,Tomas Nosek,BOS,5on5,75,50280.0,1130.0,18.07,0.53,0.58,0.51,0.57,0.52,0.58,608.0,91.28,9.43,6.52,19.71,2.91,47.1,35.45,9.28,9.66,9.49,7.0,5.0,81.0,42.0,28.0,151.0,15.0,3.0,3.0,0.0,23.0,6.0,45.0,43.0,78.0,120.0,15.0,30.0,300.0,83.0,18.0,18.0,80.0,34.0,9.0,3.08,3.94,2.4,0.0,3.0,0.0,154.23,123.0,125.19,5.0,1.37,0.63,1.49,9.17,9.38,9.27,1130.0,93.0,179.0,180.0,678.0,207.0,141.0,152.0,630.0,300.0,246.0,167840.0,30.0,22.0,10.0,24.0,401.15,32.55,31.76,33.05,32.23,422.0,137.0,163.0,722.0,26.0,25.0,3.0,422.0,114.0,23.0,12.12,14.17,6.27,9.0,13.0,4.0,733.78,559.0,567.02,5.41,4.88,4.88,32.5,32.93,32.53,365.59,29.43,28.53,29.49,28.59,372.0,146.0,185.0,703.0,37.0,22.0,6.0,405.0,89.0,24.0,11.56,11.24,6.63,18.0,10.0,9.0,700.49,518.0,517.63,4.87,4.7,4.7,29.27,29.28,28.91,133.01,94.39,2869.0,2207.0,1.55,1.21,44.0,18.0,37.0,18.0,1992-09-01,210.0,CZE,L,92.0,L,190.5,Pardubice,--,--,--,--,2015.0
15572,8477931,2022,Tomas Nosek,BOS,5on5,66,38475.0,961.0,14.24,0.49,0.55,0.45,0.54,0.47,0.54,639.0,60.32,6.1,4.41,13.93,1.97,30.28,22.31,5.99,6.2,6.09,5.0,5.0,57.0,22.0,16.0,95.0,14.0,4.0,2.0,1.0,15.0,4.0,23.0,31.0,53.0,75.0,15.0,36.0,276.0,59.0,12.0,19.0,49.0,26.0,4.0,1.63,3.21,1.26,1.0,2.0,1.0,98.26,79.0,81.37,10.0,0.92,0.45,1.02,6.01,6.12,6.07,961.0,28.0,176.0,213.0,544.0,181.0,137.0,110.0,533.0,276.0,188.0,150328.0,36.0,20.0,8.0,23.0,278.55,24.89,24.2,25.25,24.56,275.0,101.0,106.0,482.0,20.0,26.0,6.0,275.0,77.0,24.0,8.14,9.84,6.91,8.0,6.0,6.0,498.41,376.0,387.4,3.94,6.09,6.12,22.7,23.16,22.95,309.64,25.84,24.71,25.28,24.19,308.0,120.0,161.0,589.0,14.0,31.0,2.0,315.0,87.0,26.0,8.8,10.31,6.73,5.0,7.0,2.0,570.89,428.0,415.76,4.49,5.81,5.81,24.52,24.06,23.6,126.72,102.52,2521.0,2190.0,1.26,1.49,26.0,24.0,19.0,18.0,1992-09-01,210.0,CZE,L,92.0,L,190.5,Pardubice,--,--,--,--,2015.0
2267,8479365,2019,Trent Frederic,BOS,5on5,2,771.0,19.0,-0.57,0.21,0.51,0.29,0.44,0.32,0.48,24.0,0.74,0.01,0.03,0.19,0.02,0.41,0.33,0.01,0.01,0.01,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,1.1,1.0,1.1,0.0,0.01,0.0,0.0,0.02,0.02,0.02,19.0,2.0,2.0,3.0,12.0,5.0,5.0,1.0,8.0,0.0,0.0,5480.0,0.0,0.0,0.0,0.0,4.34,0.13,0.13,0.13,0.13,5.0,1.0,1.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,7.31,6.0,6.21,0.04,0.0,0.0,0.17,0.17,0.17,9.15,0.47,0.46,0.45,0.45,8.0,5.0,4.0,17.0,1.0,0.0,0.0,11.0,2.0,0.0,0.21,0.25,0.0,1.0,0.0,0.0,16.18,13.0,12.24,0.1,0.0,0.0,0.57,0.55,0.55,4.47,4.29,76.0,97.0,0.07,0.0,1.0,0.0,1.0,0.0,1998-02-11,203.0,USA,L,82.0,C,187.96,St. Louis,MO,2016,1,29,2018.0
8777,8479365,2020,Trent Frederic,BOS,5on5,42,26965.0,596.0,5.14,0.44,0.51,0.47,0.55,0.49,0.56,374.0,43.92,3.24,2.74,9.98,1.32,23.48,19.24,3.18,3.3,3.23,1.0,0.0,41.0,19.0,12.0,72.0,5.0,4.0,0.0,0.0,15.0,2.0,20.0,19.0,37.0,56.0,8.0,25.0,36.0,61.0,8.0,7.0,48.0,11.0,1.0,1.53,1.44,0.27,3.0,1.0,0.0,72.81,60.0,60.47,0.0,0.57,0.0,0.45,3.37,3.39,3.36,596.0,51.0,83.0,91.0,371.0,99.0,82.0,70.0,345.0,36.0,31.0,98574.0,25.0,37.0,14.0,15.0,190.05,11.59,11.45,11.78,11.64,185.0,83.0,78.0,346.0,7.0,3.0,0.0,229.0,34.0,5.0,6.12,4.34,1.13,3.0,3.0,1.0,350.15,268.0,270.78,2.35,0.59,0.59,13.35,13.51,13.4,204.22,15.01,14.69,15.01,14.7,193.0,90.0,107.0,390.0,16.0,9.0,3.0,224.0,51.0,8.0,6.67,6.19,2.15,6.0,7.0,3.0,389.26,283.0,283.0,2.76,1.91,1.91,15.86,15.85,15.63,60.1,58.53,1564.0,1272.0,0.4,0.28,16.0,10.0,14.0,9.0,1998-02-11,203.0,USA,L,82.0,C,187.96,St. Louis,MO,2016,1,29,2018.0
12157,8479365,2021,Trent Frederic,BOS,5on5,60,39340.0,871.0,21.46,0.55,0.59,0.5,0.56,0.52,0.57,480.0,90.24,10.5,5.76,20.26,2.92,43.74,35.88,10.08,10.79,10.36,9.0,1.0,96.0,24.0,29.0,149.0,18.0,8.0,11.0,5.0,19.0,3.0,38.0,41.0,88.0,112.0,20.0,55.0,35.0,116.0,21.0,11.0,76.0,29.0,15.0,2.16,3.43,4.9,1.0,3.0,4.0,152.61,120.0,122.77,4.0,1.21,2.5,4.76,6.89,6.95,6.84,871.0,76.0,112.0,188.0,495.0,136.0,150.0,112.0,473.0,35.0,53.0,136682.0,55.0,37.0,11.0,21.0,326.39,28.38,27.38,29.06,28.01,345.0,107.0,104.0,556.0,26.0,28.0,9.0,339.0,82.0,31.0,9.49,10.02,8.87,9.0,8.0,9.0,568.85,452.0,461.58,4.31,6.87,6.87,25.37,25.75,25.37,287.64,23.3,22.31,22.91,21.94,298.0,119.0,138.0,555.0,15.0,25.0,4.0,330.0,68.0,19.0,9.65,8.13,5.51,6.0,5.0,4.0,542.82,417.0,410.8,3.88,5.36,5.36,21.48,21.06,20.77,106.3,74.17,2320.0,1843.0,0.85,0.61,23.0,16.0,21.0,15.0,1998-02-11,203.0,USA,L,82.0,C,187.96,St. Louis,MO,2016,1,29,2018.0
14622,8479365,2022,Trent Frederic,BOS,5on5,79,53220.0,1255.0,35.36,0.56,0.53,0.5,0.51,0.51,0.52,591.0,116.0,13.06,8.24,26.93,3.89,57.57,44.31,12.54,13.25,12.74,6.0,7.0,116.0,38.0,27.0,181.0,29.0,16.0,18.0,3.0,31.0,3.0,32.0,54.0,100.0,138.0,17.0,55.0,22.0,105.0,23.0,20.0,92.0,47.0,15.0,3.25,6.29,3.53,6.0,8.0,2.0,187.46,154.0,158.36,9.0,1.73,3.89,3.13,11.66,11.91,11.74,1255.0,90.0,119.0,252.0,794.0,246.0,203.0,145.0,661.0,22.0,46.0,173483.0,55.0,57.0,18.0,33.0,454.93,43.63,41.92,44.49,42.76,442.0,167.0,198.0,807.0,47.0,52.0,9.0,412.0,153.0,44.0,12.69,19.24,11.71,19.0,20.0,8.0,835.28,609.0,627.18,6.58,10.44,10.44,39.78,40.58,39.96,420.98,34.95,33.97,34.26,33.31,417.0,167.0,229.0,813.0,23.0,38.0,3.0,435.0,113.0,36.0,11.98,13.56,9.41,11.0,8.0,4.0,791.97,584.0,570.81,5.79,7.56,7.56,33.18,32.7,32.18,137.88,122.39,2749.0,2597.0,1.6,0.79,36.0,24.0,27.0,18.0,1998-02-11,203.0,USA,L,82.0,C,187.96,St. Louis,MO,2016,1,29,2018.0
20822,8479365,2023,Trent Frederic,BOS,5on5,82,62114.0,1406.0,31.96,0.5,0.5,0.46,0.47,0.47,0.48,456.0,117.34,14.08,8.78,29.31,4.4,58.12,43.3,13.16,14.26,13.31,13.0,8.0,112.0,46.0,56.0,214.0,36.0,15.0,26.0,4.0,19.0,1.0,40.0,57.0,97.0,143.0,22.0,62.0,115.0,202.0,15.0,25.0,94.0,49.0,15.0,3.06,6.46,4.56,8.0,3.0,4.0,219.94,158.0,161.67,9.0,1.85,5.83,5.9,10.04,10.19,9.97,1406.0,149.0,155.0,273.0,829.0,210.0,220.0,181.0,795.0,115.0,139.0,178586.0,62.0,54.0,18.0,43.0,476.97,46.01,43.4,46.55,43.86,461.0,188.0,263.0,912.0,46.0,70.0,12.0,461.0,137.0,51.0,13.01,17.42,15.58,15.0,18.0,13.0,926.74,649.0,657.67,6.72,15.87,15.91,36.83,37.23,36.44,533.61,45.14,43.18,44.7,42.79,487.0,249.0,334.0,1070.0,37.0,54.0,5.0,567.0,120.0,49.0,15.39,15.66,14.1,14.0,14.0,9.0,1050.69,736.0,726.15,7.03,10.8,11.08,41.1,40.75,39.99,122.41,123.7,2648.0,2939.0,1.81,2.03,36.0,46.0,29.0,37.0,1998-02-11,203.0,USA,L,82.0,C,187.96,St. Louis,MO,2016,1,29,2018.0
16217,8477479,2022,Tyler Bertuzzi,BOS,5on5,50,39910.0,835.0,32.53,0.52,0.51,0.53,0.47,0.53,0.48,214.0,85.48,8.33,5.74,20.06,2.83,45.43,33.6,8.07,8.52,8.26,10.0,5.0,87.0,29.0,28.0,144.0,19.0,4.0,6.0,0.0,22.0,7.0,36.0,41.0,83.0,112.0,7.0,14.0,2.0,49.0,12.0,22.0,77.0,32.0,7.0,2.4,3.99,1.94,1.0,3.0,0.0,146.97,116.0,118.82,7.0,1.2,1.43,1.44,8.09,8.27,8.1,835.0,110.0,71.0,120.0,534.0,131.0,148.0,143.0,413.0,2.0,9.0,103943.0,14.0,18.0,9.0,21.0,380.95,33.35,31.91,33.73,32.28,378.0,144.0,163.0,685.0,33.0,42.0,2.0,385.0,109.0,28.0,11.7,14.02,7.63,17.0,14.0,2.0,694.25,522.0,530.5,5.23,7.95,7.96,30.62,31.09,30.28,337.6,30.48,29.17,29.75,28.49,335.0,133.0,148.0,616.0,34.0,35.0,4.0,347.0,87.0,34.0,9.66,11.03,9.78,13.0,13.0,8.0,604.07,468.0,458.56,4.75,7.13,7.15,28.08,27.54,27.12,68.67,67.23,1442.0,1608.0,0.52,1.65,13.0,23.0,9.0,19.0,1995-02-24,190.0,CAN,L,59.0,L,182.88,Sudbury,ON,2013,2,58,2016.0
14162,8479968,2022,Vinni Lettieri,BOS,5on5,1,590.0,15.0,-0.18,0.23,0.49,0.43,0.56,0.5,0.54,9.0,0.76,0.02,0.03,0.23,0.02,0.39,0.31,0.02,0.02,0.02,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.03,1.0,1.03,0.0,0.01,0.0,0.0,0.02,0.03,0.03,15.0,0.0,1.0,7.0,7.0,3.0,2.0,2.0,8.0,0.0,1.0,2281.0,0.0,0.0,0.0,0.0,4.04,0.13,0.13,0.14,0.14,3.0,3.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,6.68,6.0,6.64,0.04,0.0,0.0,0.17,0.18,0.18,3.96,0.42,0.42,0.39,0.39,4.0,2.0,2.0,8.0,1.0,0.0,0.0,4.0,2.0,0.0,0.11,0.3,0.0,0.0,1.0,0.0,7.53,6.0,5.69,0.07,0.0,0.0,0.48,0.45,0.45,1.73,1.78,42.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1995-02-06,191.0,USA,R,95.0,C,180.34,Excelsior,MN,--,--,--,2017.0
2627,8478485,2019,Zach Senyshyn,BOS,5on5,4,2023.0,48.0,0.83,0.68,0.48,0.57,0.51,0.58,0.48,45.0,1.56,0.28,0.15,0.42,0.06,0.65,0.44,0.28,0.28,0.28,0.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.04,0.0,0.24,0.0,0.0,0.0,3.89,2.0,1.94,0.0,0.03,0.0,0.0,0.31,0.31,0.31,48.0,5.0,5.0,9.0,29.0,10.0,3.0,5.0,30.0,1.0,0.0,10610.0,0.0,2.0,1.0,1.0,17.64,1.55,1.52,1.53,1.5,20.0,5.0,6.0,31.0,2.0,2.0,1.0,21.0,1.0,3.0,0.6,0.13,0.82,0.0,1.0,1.0,29.94,25.0,24.19,0.24,0.42,0.42,1.37,1.33,1.32,12.61,0.73,0.73,0.77,0.77,11.0,7.0,5.0,23.0,1.0,0.0,0.0,15.0,3.0,0.0,0.4,0.33,0.0,0.0,1.0,0.0,24.55,18.0,19.22,0.15,0.0,0.0,0.88,0.93,0.93,4.72,5.06,142.0,134.0,0.1,0.0,1.0,0.0,1.0,0.0,1997-03-30,192.0,CAN,R,19.0,R,185.42000000000002,Ottawa,ON,2015,1,15,2018.0
7347,8478485,2020,Zach Senyshyn,BOS,5on5,8,4760.0,125.0,-0.38,0.47,0.47,0.43,0.51,0.44,0.53,80.0,8.65,0.88,0.56,1.88,0.29,4.93,3.45,0.87,0.86,0.84,0.0,0.0,10.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,6.0,10.0,12.0,1.0,2.0,0.0,11.0,2.0,1.0,7.0,4.0,1.0,0.25,0.43,0.21,0.0,0.0,0.0,14.0,12.0,11.82,0.0,0.12,0.0,0.3,0.7,0.69,0.69,125.0,15.0,7.0,26.0,77.0,30.0,15.0,7.0,73.0,0.0,2.0,19587.0,2.0,2.0,1.0,1.0,33.27,2.4,2.37,2.3,2.28,37.0,9.0,14.0,60.0,0.0,2.0,0.0,36.0,8.0,2.0,1.12,0.82,0.45,0.0,0.0,0.0,57.94,46.0,44.24,0.43,0.3,0.3,2.53,2.43,2.41,41.71,2.65,2.62,2.77,2.74,41.0,18.0,21.0,80.0,1.0,1.0,0.0,48.0,11.0,0.0,1.43,1.22,0.0,0.0,1.0,0.0,82.34,59.0,61.02,0.58,0.01,0.01,3.22,3.37,3.33,11.12,12.75,294.0,277.0,0.07,0.09,5.0,2.0,4.0,2.0,1997-03-30,192.0,CAN,R,19.0,R,185.42000000000002,Ottawa,ON,2015,1,15,2018.0
12712,8477949,2021,Alex Tuch,BUF,5on5,50,40245.0,861.0,40.63,0.51,0.43,0.51,0.47,0.51,0.46,253.0,100.84,9.17,6.84,22.3,3.07,52.96,40.65,9.02,9.3,9.15,11.0,7.0,105.0,30.0,29.0,164.0,25.0,7.0,6.0,0.0,19.0,3.0,40.0,60.0,98.0,128.0,5.0,10.0,7.0,27.0,33.0,19.0,95.0,35.0,5.0,3.12,4.76,1.29,3.0,3.0,1.0,164.46,135.0,136.24,6.0,1.43,0.87,0.57,10.02,10.14,10.03,861.0,131.0,74.0,163.0,493.0,117.0,111.0,153.0,480.0,7.0,10.0,109015.0,10.0,16.0,8.0,39.0,357.15,30.96,29.92,31.25,30.2,385.0,112.0,135.0,632.0,41.0,22.0,3.0,363.0,112.0,22.0,11.5,13.94,5.53,22.0,13.0,6.0,631.77,497.0,499.74,5.14,3.48,3.48,32.23,32.45,31.85,324.38,29.42,28.66,29.41,28.64,339.0,131.0,126.0,596.0,40.0,22.0,2.0,355.0,94.0,21.0,11.54,12.07,5.81,16.0,18.0,6.0,598.8,470.0,469.2,4.57,4.47,4.47,28.67,28.81,28.37,61.07,81.19,1431.0,1590.0,1.71,0.62,34.0,11.0,25.0,11.0,1996-05-10,222.0,USA,R,89.0,R,193.04,Syracuse,NY,2014,1,18,2016.0
17492,8477949,2022,Alex Tuch,BUF,5on5,74,61530.0,1320.0,84.19,0.51,0.48,0.54,0.5,0.53,0.49,295.0,166.74,13.7,10.68,37.17,5.42,91.54,69.49,13.22,13.72,13.25,19.0,8.0,157.0,71.0,45.0,273.0,48.0,21.0,14.0,0.0,24.0,9.0,78.0,82.0,136.0,207.0,7.0,14.0,23.0,47.0,48.0,33.0,178.0,41.0,9.0,6.26,4.92,2.51,10.0,8.0,3.0,275.41,228.0,229.49,9.0,2.2,2.39,1.62,14.28,14.33,14.12,1320.0,232.0,108.0,291.0,689.0,212.0,208.0,231.0,669.0,23.0,32.0,158080.0,14.0,20.0,11.0,35.0,606.19,53.08,51.41,53.54,51.91,597.0,229.0,251.0,1077.0,66.0,53.0,4.0,619.0,164.0,43.0,21.0,20.52,11.56,28.0,27.0,11.0,1082.82,826.0,831.61,8.4,8.82,8.71,52.76,53.36,52.46,531.43,51.14,49.34,50.94,49.15,549.0,174.0,201.0,924.0,49.0,52.0,8.0,491.0,186.0,46.0,15.52,22.77,12.85,19.0,22.0,8.0,920.64,723.0,719.21,7.59,10.52,10.52,48.21,48.14,47.46,112.89,121.44,2328.0,2302.0,1.81,1.38,40.0,27.0,27.0,25.0,1996-05-10,222.0,USA,R,89.0,R,193.04,Syracuse,NY,2014,1,18,2016.0
23022,8477949,2023,Alex Tuch,BUF,5on5,75,64591.0,1325.0,60.59,0.48,0.47,0.51,0.5,0.51,0.5,307.0,151.92,13.81,9.92,36.12,4.96,79.32,61.88,13.51,13.93,13.62,15.0,9.0,137.0,69.0,51.0,257.0,42.0,18.0,9.0,2.0,24.0,0.0,65.0,90.0,119.0,188.0,16.0,38.0,26.0,58.0,58.0,24.0,147.0,43.0,16.0,4.2,5.55,4.06,6.0,9.0,3.0,256.16,206.0,205.44,7.0,2.07,2.04,2.86,13.01,13.06,12.88,1325.0,241.0,150.0,284.0,650.0,194.0,179.0,222.0,730.0,26.0,36.0,158120.0,38.0,36.0,15.0,66.0,584.59,47.36,46.13,47.36,46.14,571.0,229.0,294.0,1094.0,54.0,52.0,7.0,615.0,139.0,46.0,17.8,17.19,12.37,24.0,23.0,7.0,1088.12,800.0,795.53,7.88,10.44,10.59,44.65,44.62,43.94,562.48,51.72,49.3,52.42,49.94,506.0,261.0,296.0,1063.0,45.0,73.0,7.0,561.0,149.0,57.0,16.9,18.7,16.12,18.0,14.0,13.0,1069.2,767.0,773.04,7.88,13.57,13.47,46.11,46.68,45.74,104.9,115.97,2482.0,2474.0,1.41,2.21,42.0,38.0,33.0,31.0,1996-05-10,222.0,USA,R,89.0,R,193.04,Syracuse,NY,2014,1,18,2016.0
8592,8478075,2020,Anders Bjork,BUF,5on5,45,32384.0,696.0,7.76,0.49,0.47,0.48,0.51,0.49,0.51,322.0,39.65,3.26,2.71,8.59,1.27,22.49,16.67,3.18,3.22,3.14,3.0,2.0,34.0,21.0,19.0,74.0,10.0,5.0,2.0,0.0,9.0,1.0,15.0,23.0,29.0,50.0,7.0,14.0,0.0,42.0,15.0,13.0,44.0,8.0,3.0,1.5,0.93,0.82,4.0,1.0,0.0,72.39,55.0,53.68,5.0,0.56,0.3,0.36,3.46,3.39,3.32,696.0,68.0,73.0,132.0,423.0,146.0,104.0,76.0,370.0,0.0,0.0,102396.0,14.0,12.0,6.0,11.0,251.5,18.44,18.03,18.24,17.83,253.0,95.0,103.0,451.0,16.0,13.0,1.0,280.0,51.0,17.0,7.83,6.24,4.37,10.0,5.0,1.0,441.73,348.0,341.05,3.31,2.87,2.87,18.88,18.66,18.4,255.58,19.22,18.73,19.43,18.94,264.0,97.0,120.0,481.0,30.0,16.0,5.0,292.0,58.0,11.0,8.59,7.27,3.36,14.0,10.0,6.0,491.52,361.0,368.57,3.48,2.99,3.04,19.66,19.93,19.68,57.98,65.95,1497.0,1437.0,1.06,0.32,20.0,13.0,17.0,10.0,1996-08-05,190.0,USA,L,10.0,L,182.88,Mequon,WI,2014,5,146,2017.0
12182,8478075,2021,Anders Bjork,BUF,5on5,58,39328.0,849.0,1.1,0.38,0.47,0.43,0.5,0.41,0.49,459.0,43.92,3.98,3.17,9.88,1.52,24.03,18.41,3.88,4.03,3.92,3.0,0.0,49.0,12.0,29.0,90.0,8.0,5.0,4.0,0.0,14.0,2.0,12.0,24.0,44.0,56.0,5.0,10.0,1.0,11.0,14.0,11.0,42.0,18.0,1.0,1.48,2.3,0.2,0.0,5.0,0.0,90.73,61.0,61.62,4.0,0.65,0.7,0.17,4.46,4.49,4.39,849.0,98.0,97.0,133.0,521.0,129.0,131.0,118.0,471.0,1.0,3.0,133828.0,10.0,18.0,9.0,14.0,235.06,16.9,16.51,16.96,16.56,249.0,86.0,129.0,464.0,16.0,14.0,2.0,275.0,51.0,9.0,8.03,6.59,2.28,3.0,11.0,2.0,461.83,335.0,335.36,3.04,2.5,2.5,17.25,17.29,17.02,342.36,27.02,25.52,27.06,25.6,359.0,122.0,137.0,618.0,31.0,27.0,3.0,377.0,81.0,23.0,10.86,9.44,6.72,16.0,10.0,5.0,624.94,481.0,483.9,4.6,6.22,6.36,25.05,25.27,24.67,88.5,97.87,1965.0,1980.0,0.98,0.81,21.0,17.0,21.0,14.0,1996-08-05,190.0,USA,L,10.0,L,182.88,Mequon,WI,2014,5,146,2017.0
8227,8481626,2020,Arttu Ruotsalainen,BUF,5on5,17,12952.0,275.0,2.98,0.42,0.47,0.44,0.45,0.41,0.45,107.0,22.78,2.49,1.42,5.21,0.71,11.79,9.37,2.35,2.49,2.35,1.0,0.0,25.0,6.0,10.0,41.0,6.0,5.0,2.0,1.0,4.0,0.0,8.0,12.0,20.0,26.0,4.0,8.0,3.0,16.0,4.0,5.0,21.0,7.0,3.0,0.79,0.74,0.96,1.0,3.0,1.0,39.94,31.0,30.27,2.0,0.3,0.37,0.73,2.06,2.04,2.03,275.0,30.0,23.0,41.0,181.0,51.0,54.0,41.0,129.0,3.0,6.0,38762.0,8.0,6.0,3.0,4.0,102.14,8.15,7.83,8.11,7.79,106.0,35.0,50.0,191.0,9.0,7.0,2.0,108.0,27.0,6.0,3.16,3.18,1.8,4.0,3.0,2.0,185.56,141.0,137.6,1.37,1.64,1.64,7.88,7.76,7.61,142.6,11.43,10.97,11.64,11.18,155.0,47.0,37.0,239.0,17.0,16.0,2.0,161.0,33.0,8.0,5.08,4.21,2.14,12.0,4.0,1.0,247.16,202.0,209.05,2.04,2.8,2.85,10.62,10.85,10.63,23.42,25.94,517.0,627.0,0.88,0.34,7.0,9.0,6.0,9.0,1997-10-29,185.0,FIN,L,25.0,C,175.26,Oulu,--,--,--,--,2020.0
